@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12}

@data
226,'2018/04/20 11:26:43:525',2,9.927948,50.204224,7.469826,-13.604523,16.19104,-13.257507,-37.142395,32.140442,-3.051285,-19.839935,43.785126,3.914696,-87.013184,-6.688049,23.132538,-54.365662,-2.754333,4.272598,-71.818024,-7.713623,13.845047,-81.078461,-8.301849,19.288742,-9.234589,42.011261,-1.501545,-15.769867,-7.086792,5.194775,-22.437439,35.329346,8.376366,-15.108521,46.968933,2.580208,16.698639,38.75531,-1.689968,25.413116,-8.544464,4.758396,16.786652,30.213013,8.054775,15.152893,42.705994,2.494335,74.572571,-0.520691,20.384453,63.440125,-5.63443,4.009567,71.050354,-6.83429,12.092815,73.641113,-4.66333,16.553391,1
227,'2018/04/20 11:26:43:537',2,-27.380981,17.576996,9.932846,66.53772,30.67337,-8.188904,16.256836,45.966248,0.448402,-13.178101,32.822815,6.559292,56.933411,-17.592514,15.148911,-15.696594,13.595398,7.036255,4.579407,-10.368851,14.493576,33.542847,-22.190094,17.519135,84.514771,-24.940552,20.779205,-27.070862,-3.245117,4.679916,29.290222,-14.203339,12.811554,62.541138,-20.668243,17.60891,58.950378,-42.426758,18.105629,-29.41394,-18.822937,1.278252,13.940247,-30.403687,9.534286,40.820618,-37.583954,14.653145,-33.76416,-55.111145,13.795532,-22.63269,-33.353729,-1.847382,-28.087708,-44.015869,5.818371,-31.105042,-49.913605,10.058655,1
228,'2018/04/20 11:26:43:558',2,9.833649,50.799255,7.400692,-12.543945,15.509521,-13.324604,-35.827942,32.322449,-3.196198,-19.192047,44.285004,3.761482,-90.258911,-5.111816,23.037968,-54.611115,-2.021057,4.249229,-73.651886,-6.447449,13.790646,-83.774933,-6.84671,19.211376,-7.68219,41.822906,-1.673958,-16.208069,-6.634857,5.210979,-21.494446,36.024628,8.225361,-13.524994,47.148956,2.379391,18.147247,38.352203,-1.830696,24.932953,-8.478882,4.805187,17.548981,30.546112,7.947876,16.572601,42.652405,2.331848,77.283142,-1.590698,20.419323,63.083618,-5.94751,4.068752,72.046539,-7.510223,12.126419,75.549316,-5.624542,16.585369,1
229,'2018/04/20 11:26:43:558',2,-66.799927,16.494629,-4.311646,69.765381,35.893799,-6.202002,6.81543,5.218994,-9.029804,-54.105042,0.409729,-7.532152,-142.114868,-33.518402,-11.972218,-4.86377,-28.812469,-3.557587,-76.5177,-36.521149,-7.298046,-115.830811,-36.216888,-9.913546,-136.747437,-7.781189,-12.21736,-19.284729,-21.046265,0.717928,-95.493774,-29.046356,-4.622032,-127.305786,-19.411407,-9.235886,-102.394043,15.881531,-8.059317,-29.214722,-7.763641,4.493696,-97.44165,-13.3396,-1.095274,-112.015137,1.786194,-5.901194,-88.779785,20.123718,-3.330385,-40.745483,7.405487,7.181765,-91.854126,-1.066833,2.595522,-99.660156,7.914551,-1.186342,1
230,'2018/04/20 11:26:43:587',2,9.143311,50.994476,7.402348,-11.723541,15.375061,-13.345997,-35.489075,32.486816,-3.266468,-19.447571,44.508911,3.706593,-92.12381,-4.441223,22.957684,-54.802368,-1.647766,4.220737,-74.777435,-5.990356,13.734676,-85.370483,-6.290955,19.14175,-6.779663,41.864685,-1.647163,-16.540253,-6.463135,5.208157,-21.072266,36.185303,8.25135,-12.652618,47.212402,2.403725,19.054413,38.249847,-1.779308,24.570374,-8.545349,4.826962,17.955505,30.476105,7.999031,17.436768,42.576538,2.38126,78.525543,-2.603455,20.447521,62.801361,-6.240662,4.109333,72.428131,-8.18158,12.149876,76.372162,-6.503876,16.608265,1
231,'2018/04/20 11:26:43:593',2,9.143311,50.994476,7.402348,-11.723541,15.375061,-13.345997,-35.489075,32.486816,-3.266468,-19.447571,44.508911,3.706593,-92.12381,-4.441223,22.957684,-54.802368,-1.647766,4.220737,-74.777435,-5.990356,13.734676,-85.370483,-6.290955,19.14175,-6.779663,41.864685,-1.647163,-16.540253,-6.463135,5.208157,-21.072266,36.185303,8.25135,-12.652618,47.212402,2.403725,19.054413,38.249847,-1.779308,24.570374,-8.545349,4.826962,17.955505,30.476105,7.999031,17.436768,42.576538,2.38126,78.525543,-2.603455,20.447521,62.801361,-6.240662,4.109333,72.428131,-8.18158,12.149876,76.372162,-6.503876,16.608265,1
232,'2018/04/20 11:26:43:609',2,9.409576,50.970734,7.424438,-11.295288,15.464935,-13.34528,-35.093048,32.615143,-3.271023,-19.115662,44.570801,3.711472,-92.748108,-4.153717,22.922844,-54.899323,-1.506165,4.20433,-75.199493,-5.835175,13.707901,-85.933685,-6.074799,19.110809,-6.312653,41.928192,-1.603409,-16.712341,-6.436829,5.201607,-20.856476,36.170288,8.289307,-12.204803,47.229889,2.450817,19.520538,38.223419,-1.731247,24.380402,-8.636871,4.831829,18.157898,30.35321,8.040215,17.877563,42.519836,2.431126,78.86026,-3.235565,20.461746,62.650818,-6.440308,4.12595,72.471649,-8.604156,12.159264,76.560272,-7.049866,16.618416,1
233,'2018/04/20 11:26:43:626',2,9.309357,51.03183,7.416462,-10.806732,15.413239,-13.355335,-34.84964,32.667328,-3.301281,-19.084534,44.645691,3.686317,-93.591156,-3.616547,22.874725,-55.031342,-1.397888,4.179626,-75.745026,-5.591003,13.673058,-86.672394,-5.677734,19.070206,-6.055298,41.96402,-1.583298,-16.905121,-6.383453,5.195984,-20.927917,36.201019,8.305656,-12.039734,47.243195,2.470657,19.804199,38.178406,-1.704296,24.184113,-8.650055,4.845749,18.110718,30.330994,8.065418,18.066711,42.496552,2.456074,79.053772,-3.644165,20.491188,62.488617,-6.517426,4.1567,72.450684,-8.836609,12.184586,76.647461,-7.384247,16.644318,1
234,'2018/04/20 11:26:43:643',2,9.271454,50.97821,7.437832,-10.522766,15.544098,-13.349396,-34.793365,32.738068,-3.297451,-19.110748,44.65033,3.700096,-93.970612,-3.45578,22.844395,-55.111389,-1.402039,4.163025,-76.025848,-5.610748,13.649143,-87.027832,-5.615173,19.043964,-5.955536,42.00885,-1.537388,-17.016479,-6.421082,5.187397,-21.029724,36.104919,8.346874,-12.007935,47.203674,2.521797,19.924164,38.185669,-1.654377,24.073334,-8.710327,4.847618,18.036285,30.218292,8.107769,18.12204,42.458008,2.508518,79.173981,-4.10318,20.50626,62.395721,-6.595428,4.170792,72.446045,-9.093994,12.193592,76.706604,-7.752594,16.654545,1
235,'2018/04/20 11:26:43:661',2,9.49115,50.959534,7.417618,-10.240112,15.577515,-13.350399,-34.738525,32.802399,-3.310402,-19.013153,44.693298,3.68792,-94.108032,-3.166626,22.823956,-55.184906,-1.351501,4.148827,-76.188599,-5.547729,13.632206,-87.193237,-5.43985,19.026882,-5.804382,42.045349,-1.501827,-17.127838,-6.412048,5.182369,-21.070404,36.068909,8.380859,-11.909363,47.181305,2.560806,20.096619,38.19165,-1.61097,23.957794,-8.743622,4.852814,18.025665,30.144226,8.146229,18.247253,42.432068,2.553638,79.317749,-4.459137,20.52013,62.299896,-6.667603,4.185974,72.447815,-9.304169,12.204098,76.780365,-8.046509,16.665493,1
236,'2018/04/20 11:26:43:684',2,10.072388,50.720001,7.448215,-9.785461,15.88327,-13.333199,-34.536377,32.942688,-3.285229,-18.677948,44.642609,3.728504,-94.172058,-3.238647,22.795864,-55.296753,-1.326263,4.125999,-76.35083,-5.687469,13.602978,-87.320404,-5.557892,18.998745,-5.460693,42.103668,-1.422726,-17.307007,-6.487152,5.167198,-21.027344,35.894196,8.451263,-11.631775,47.104828,2.648849,20.440399,38.186554,-1.526836,23.766998,-8.896362,4.850121,18.069397,29.899048,8.217304,18.525787,42.323395,2.643818,78.95401,-5.228119,20.542835,62.141937,-6.885193,4.200619,72.149994,-9.783661,12.215839,76.436371,-8.68512,16.680553,1
237,'2018/04/20 11:26:43:693',2,10.717773,50.57254,7.433121,-9.38501,16.045807,-13.325527,-34.397583,33.078094,-3.284809,-18.338623,44.663086,3.733719,-93.885925,-3.196075,22.786251,-55.382751,-1.226074,4.109886,-76.320038,-5.709747,13.587337,-87.161407,-5.554901,18.987103,-5.036835,42.172119,-1.37315,-17.465302,-6.495697,5.158199,-20.850311,35.826233,8.495415,-11.23819,47.085175,2.704403,20.846466,38.192932,-1.469223,23.588837,-9.007599,4.85088,18.226624,29.732941,8.2658,18.90387,42.252411,2.705982,78.433167,-5.704193,20.562229,61.995453,-7.088837,4.213257,71.784576,-10.134369,12.22929,75.976288,-9.110474,16.696522,1
238,'2018/04/20 11:26:43:709',2,11.630249,50.578796,7.349934,-9.198792,15.95874,-13.334091,-34.263794,33.175903,-3.315151,-17.809204,44.776703,3.687408,-93.018433,-2.988831,22.81205,-55.398804,-1.040649,4.109703,-75.937561,-5.553467,13.599907,-86.509247,-5.371277,19.007965,-4.612762,42.244659,-1.369923,-17.540192,-6.404541,5.161354,-20.508728,35.92157,8.501434,-10.774506,47.146118,2.709438,21.246124,38.201782,-1.462494,23.486237,-9.030762,4.855965,18.538177,29.72229,8.27179,19.34787,42.251495,2.713619,77.921051,-5.90918,20.571655,61.913727,-7.221924,4.217899,71.460083,-10.334961,12.236885,75.542297,-9.329498,16.705963,1
239,'2018/04/20 11:26:43:727',2,12.280914,50.604828,7.262276,-8.84549,15.823517,-13.347889,-34.139374,33.272278,-3.363029,-17.459961,44.909058,3.627476,-92.283325,-2.666504,22.826973,-55.452545,-0.797668,4.101765,-75.651581,-5.309631,13.603378,-85.976624,-5.07959,19.018768,-4.086487,42.356689,-1.35323,-17.679565,-6.279236,5.163548,-20.173431,36.037689,8.516953,-10.236786,47.240631,2.727715,21.759583,38.235626,-1.437824,23.312531,-9.051086,4.866669,18.856689,29.702454,8.292728,19.880798,42.264221,2.739704,77.037201,-6.146729,20.598633,61.770416,-7.383179,4.233253,70.897491,-10.542236,12.258743,74.783264,-9.547852,16.730713,1
240,'2018/04/20 11:26:43:743',2,12.503479,50.657532,7.172749,-8.661621,15.626007,-13.364307,-34.259094,33.284302,-3.414619,-17.462921,45.002625,3.562992,-91.390747,-2.338654,22.85009,-55.476105,-0.620911,4.098698,-75.252991,-5.098572,13.615189,-85.300842,-4.805542,19.038528,-3.812256,42.45636,-1.346874,-17.75177,-6.160675,5.168598,-19.998627,36.15625,8.524734,-9.957306,47.330933,2.734901,22.042542,38.295593,-1.423706,23.219147,-9.019104,4.877342,19.047394,29.740692,8.304581,20.181946,42.319153,2.754253,76.123474,-6.053406,20.623299,61.692749,-7.438171,4.244915,70.370789,-10.515747,12.280159,74.024445,-9.459534,16.754295,1
241,'2018/04/20 11:26:43:759',2,12.523956,50.751129,7.072273,-8.376953,15.365204,-13.386024,-34.417175,33.253876,-3.480103,-17.605927,45.096649,3.483795,-90.821167,-1.987457,22.852592,-55.545471,-0.479675,4.085182,-75.038239,-4.918457,13.611969,-84.889771,-4.538727,19.040596,-3.702209,42.590546,-1.336853,-17.862274,-6.037567,5.17173,-20.085754,36.272919,8.533161,-9.915527,47.436127,2.745461,22.191376,38.408234,-1.401928,23.101074,-8.945038,4.894596,19.022736,29.814423,8.323803,20.284515,42.413361,2.776814,75.105011,-5.76709,20.660286,61.591553,-7.417511,4.270058,69.801025,-10.367065,12.315987,73.195007,-9.209595,16.791756,1
242,'2018/04/20 11:26:43:778',2,12.523956,50.751129,7.072273,-8.376953,15.365204,-13.386024,-34.417175,33.253876,-3.480103,-17.605927,45.096649,3.483795,-90.821167,-1.987457,22.852592,-55.545471,-0.479675,4.085182,-75.038239,-4.918457,13.611969,-84.889771,-4.538727,19.040596,-3.702209,42.590546,-1.336853,-17.862274,-6.037567,5.17173,-20.085754,36.272919,8.533161,-9.915527,47.436127,2.745461,22.191376,38.408234,-1.401928,23.101074,-8.945038,4.894596,19.022736,29.814423,8.323803,20.284515,42.413361,2.776814,75.105011,-5.76709,20.660286,61.591553,-7.417511,4.270058,69.801025,-10.367065,12.315987,73.195007,-9.209595,16.791756,1
243,'2018/04/20 11:26:43:794',2,11.739227,50.812775,6.95042,-7.592529,15.157379,-13.408123,-35.031036,33.240021,-3.583523,-18.563782,45.201813,3.380508,-90.211548,-1.860626,22.819592,-55.768433,-0.365448,4.038181,-74.917053,-4.966431,13.571064,-84.503204,-4.517487,19.006779,-3.674438,42.881195,-1.250443,-18.165161,-5.938812,5.162384,-20.641663,36.264984,8.603924,-10.14212,47.541412,2.83918,22.322052,38.696991,-1.287079,22.801941,-8.886566,4.923092,18.63678,29.774017,8.419765,20.210968,42.548309,2.899155,72.872314,-5.308899,20.744274,61.330963,-7.402802,4.329853,68.554871,-10.130035,12.395435,71.376617,-8.767548,16.873798,1
244,'2018/04/20 11:26:43:812',2,10.746887,50.87326,6.892815,-6.971436,14.994873,-13.424809,-35.456482,33.135315,-3.653553,-19.461487,45.205353,3.315998,-90.641998,-1.830414,22.762012,-55.978607,-0.402191,3.992264,-75.251556,-5.060547,13.519489,-84.896515,-4.559998,18.953297,-3.946686,42.966858,-1.229126,-18.403137,-5.907349,5.151455,-21.406738,36.259766,8.614475,-10.677795,47.55661,2.858833,22.128143,38.823151,-1.242424,22.592834,-8.797363,4.948101,17.998749,29.831482,8.458279,19.776428,42.640961,2.943726,71.329376,-4.798096,20.812489,61.143524,-7.263428,4.385658,67.723602,-9.805725,12.463612,70.152008,-8.299561,16.942707,1
245,'2018/04/20 11:26:43:829',2,10.165649,50.86322,6.866318,-6.481049,14.966766,-13.430607,-35.704254,33.105835,-3.693317,-20.005676,45.19986,3.284164,-90.852722,-1.935303,22.721321,-56.130646,-0.418549,3.958664,-75.456512,-5.200104,13.480392,-85.110931,-4.696228,18.913918,-4.049805,43.057648,-1.189056,-18.59079,-5.905548,5.141045,-21.885742,36.203522,8.643848,-10.963501,47.554718,2.900581,22.0802,38.913422,-1.190247,22.417419,-8.778442,4.962646,17.607452,29.801117,8.502068,19.564117,42.673737,2.997662,70.109406,-4.481293,20.85881,60.986664,-7.229156,4.423168,67.050262,-9.629181,12.510155,69.167145,-8.000824,16.989044,1
246,'2018/04/20 11:26:43:844',2,10.165649,50.86322,6.866318,-6.481049,14.966766,-13.430607,-35.704254,33.105835,-3.693317,-20.005676,45.19986,3.284164,-90.852722,-1.935303,22.721321,-56.130646,-0.418549,3.958664,-75.456512,-5.200104,13.480392,-85.110931,-4.696228,18.913918,-4.049805,43.057648,-1.189056,-18.59079,-5.905548,5.141045,-21.885742,36.203522,8.643848,-10.963501,47.554718,2.900581,22.0802,38.913422,-1.190247,22.417419,-8.778442,4.962646,17.607452,29.801117,8.502068,19.564117,42.673737,2.997662,70.109406,-4.481293,20.85881,60.986664,-7.229156,4.423168,67.050262,-9.629181,12.510155,69.167145,-8.000824,16.989044,1
247,'2018/04/20 11:26:43:859',2,9.64035,50.764496,6.88113,-6.065308,15.121826,-13.422779,-35.968323,33.115326,-3.700863,-20.510498,45.142456,3.292221,-91.081146,-2.367371,22.680965,-56.268372,-0.521545,3.927227,-75.651642,-5.542511,13.439426,-85.326111,-5.103333,18.872746,-4.238434,43.142548,-1.12315,-18.748993,-5.985718,5.126259,-22.403534,36.027405,8.694878,-11.32959,47.499573,2.97121,21.943756,39.009979,-1.11573,22.276459,-8.815979,4.968403,17.175323,29.673492,8.562336,19.267059,42.66626,3.076378,69.08075,-4.370392,20.894703,60.858185,-7.222168,4.451443,66.496582,-9.572083,12.544155,68.345093,-7.872498,17.023243,1
248,'2018/04/20 11:26:43:876',2,9.477936,50.85257,6.823009,-5.634369,14.963593,-13.436787,-35.987396,33.104523,-3.753868,-20.667755,45.218384,3.234612,-91.305054,-2.291016,22.649326,-56.389008,-0.457092,3.900597,-75.838348,-5.504822,13.409809,-85.537689,-5.047729,18.842342,-4.224396,43.209351,-1.113289,-18.913666,-5.918671,5.121666,-22.702026,36.08139,8.697708,-11.44809,47.54718,2.978725,21.999634,39.058594,-1.096588,22.112701,-8.763672,4.985588,16.935669,29.723541,8.579327,19.201385,42.715088,3.094269,68.279358,-3.940857,20.9305,60.712036,-7.18811,4.485943,66.024384,-9.343933,12.585468,67.682434,-7.507385,17.062351,1
249,'2018/04/20 11:26:43:893',2,9.468201,50.909393,6.795364,-5.278412,14.903229,-13.443245,-35.882721,33.175781,-3.788193,-20.660553,45.315094,3.200859,-91.523529,-2.26944,22.628838,-56.461578,-0.326874,3.884987,-76.010834,-5.427277,13.389236,-85.745331,-5.000214,18.820946,-3.931702,43.277313,-1.092045,-19.050842,-5.854706,5.118313,-22.642029,36.124176,8.713009,-11.205383,47.592865,3.000057,22.300201,39.057068,-1.072372,21.955444,-8.780121,4.994625,17.00058,29.697235,8.59985,19.457031,42.704987,3.118477,67.723999,-3.826385,20.951286,60.575531,-7.282196,4.505241,65.650421,-9.332184,12.608864,67.191833,-7.415466,17.084297,1
